parts_id,parts_name
i1-1154,Petronas Hazard-Primax95XTRA 145X105MM
i1-1155,Blank-S500S-205x333mm
i1-1156,S-EN-KPH-385x109mm
i1-1157,S-EN-MDP-382x447mm
i1-1158,S-ENC6H-HPI-5000-379x139.5mm
i1-1159,S-ENC6H-HPI-F1-379x139.5mm
i1-1160,S-ENC-6H-HPI-Blank blue+5000-278x377mm
i1-1161,S-ENC-6H-HPI-Blank-blue+DF1-278x377mm
i1-1162,"Silver 16 3A auto paint,fast dry, 1 litre"
i1-1163,"2K Clearcoat, 1 litre"
i1-1164,"White, Nippon # 999 auto paint,1 litre"
i1-1165,"2HP motor,single phase,repair"
i1-1166,NA1-R-4H - S-HPI-R-PRIMAX95XTRA-208X378MM
i1-1167,NA1-R-4H - S-HPI-R-PRIMAX97-208x378mm
i1-1168,S-PRIMAX95-R-500S-205x333mm
i1-1169,S-PRIMAX95-L-500S-205x333mm
i1-1170,S-PRIMAX97-L-500S-205x333mm
i1-1171,Numbering-No. decal 1-16 for ENC500 (Rubine red & whiote) set of 10 each numbering
i1-1172,VISTA UNIFY DISPLAY
i1-1173,DS06/012 PCL PCB D10
i1-1174,"M00715A004 Cable, customer keypad"
i1-1175,FL90 C250 grey  flat sealed cover only
i1-1176,"FL90/F  900mm (36"") dia composite frame"
i1-1177,"M12311K001 Preset keypad,EPK EMV Wayne kit"
i1-1178,Transtank P31 self bundled tank
i1-1179,"Vent,emergency pressure relief 200mm 24KPA , 202F-200-24"
i1-1180,2340R5/12 Ingersol air compressor c/w 5.5hp motor and 220 litres vertical air receiver
i1-1181,VOID
i1-1182,#WS 71825P tank desludging filter
i1-1183,"1"" black nozzle guard-DIESEL embossed"
i1-1184,"HT bolt,nut & 2 washers,z/p-7/16"" x 2"""
i1-1185,848260-124 TLS 350R Monitoring console with intgral printer 230vac/50hz/60hz
i1-1186,329356-002 4 input probe interface module
i1-1187,847360-107-CV 8ft Mag probe
i1-1188,"849604-000-CV Float kit 4"", gasoline"
i1-1189,"849604-001-CV Float kit,4"", diesel"
i1-1190,"312020-952 4"" riser cap & ring"
i1-1191,"312020-928 2"" inst sensor riser cap & adaptor kit"
i1-1192,329956-001 8 input sensor intf module
i1-1193,794380-343 Inst sensor
i1-1194,330843-001- 6 input PLLD intf module
i1-1195,330374-002 3 output PLLD contrlr 230v module
i1-1196,848460-003-CV PLLD sensor with swift check valve
i1-1197,329359-002-CV 4 output relay module
i1-1198,330020-416 non vented for manifold line
i1-1199,790091-001 overfill alarm box 115Vac
i1-1200,790095-001 overfill reset 115Vac
i1-1201,329359-003 4 output relay module 230Vac
i1-1202,Lifting handle FL7A
i1-1203,Enclosure for FL7A-PETRON
i1-1204,ML/GASKET/850 3mm thick cork gasket
i1-1205,FL90/D400/GREY  Heavy duty cover for FL90
i1-1206,"FL90/SK250 10"" deep flared FRP skirt for FL90 cover"
i1-1207,Bezel glass with lamination for legacy 139x144x5mm
i1-1208,Green scuffgard -RON97 embossed(PETRON)
i1-1209,Yellow scuffgard -RON95 embossed (PETRON)
i1-1210,Black scuffgard -DIESEL embossed (PETRON)
i1-1211,Enhanced computer base
i1-1212,VOID
i1-1213,M02652A012 PPU & switch display -Encore300
i1-1214,"M01515A001 PCA Main display,encore300"
i1-1219,SAQM2 63mm counter steel flange -male
i1-1220,SAQFMK2 63mm assembly kit
i1-1221,SPTM14 pressure test adaptor
i1-1222,"EPKWYN-M12303A Kit,EMV Wayne Vista, 2 sided"
i1-1223,S15CR-390/WT/D400 1.4m GRP chamber system
i1-1224,3330728-003 Module for CPU board
i1-1225,"HT Hex bolt M22 x 100, GI G8.8, DIN 931"
i1-1226,"M22 P2.5 GI G8.8 nut, DIN 934"
i1-1227,"Washer, 7/8"", GI flat for M22 bolt"
i1-1228,S16CR/TC FRP Tank collar
i1-1229,FGK/S16/TC Fibreglass kit
i1-1230,FGK/S15 Fibreglass kit
i1-1231,"S16/EX300 12"" deep GRP yellow extension"
i1-1232,856060-060 TLS2 touch screen console w/o printer
i1-1234,"846402-011-SHELL 4"" float kit"
i1-1235,"312020-952 4"" riser cap & ring kit"
i1-1236,312020-984-SHELL above ground storage tank installation kit
i1-1237,846360-107 8ft Mag1 plus probe
i1-1238,Gilbarco recond pump
i1-1239,S11-2/VENT 110x80x52.5cm solid sump with 450mm high ground top
i1-1240,MPK-VENT -vent riser mounting kit
i1-1241,PSB/63/VT vent riser 63mm pipekit
i1-1242,PSB/90/VT vent riser 90mm pipekit
i1-1243,S2-3760/OF/PLAT retrofit spill container platform
i1-1244,"3"" detectable marking tape, 3M Scotch 414"
i1-1245,Plain RSC Carton 410x300x360mm (h)
i1-1246,Plain RSC Carton 490x230x210mm (h)
i1-1247,PSB/110 Entry boots
i1-1248,PSB-63 Fibrelite pipe seal kit
i1-1249,PSB/75 Entry boot
i1-1250,GEN-HPI-95-L-PETRON  207mm x 377mm decal
i1-1251,GEN-HPI-95-R-PETRON 207mm x 377mm decal
i1-1252,GEN-HPI-97-L-PETRON 207mm x 377mm decal
i1-1253,GEN-HPI-97-R-PETRON 207mm x 377mm decal
i1-1254,PCL A10 tyre inflator sticker 239mm x 132mm-Front Decal
i1-1255,PETRON S-GEN-VPI-95 104mm X 406mm decal
i1-1256,PETRON S-GEN-VPI-97 104 x 406mm decal
i1-1257,"28"" retractable safety cone (inclusive of light)"
i1-1258,"Safety Helmet,UVEE Pro -yellow"
i1-1259,Safety Vest -yellow with printing & reflective strap
i1-1260,"Safety goggles,clear"
i1-1261,Barricade tape - Red/White reflection
i1-1262,Tyre inflator decal 184 x 185mm
i1-1263,Encore 500-NA0 2H1P MPD
i1-1264,FL100GREY/D400 Heavy duty grey flat sealed cover
i1-1265,"FL100/F 40"" Dia composite frame"
i1-1266,FL100/SK300 300mm deep GRP flared skirt
i1-1267,VOID
i1-1268,VOID
i1-1269,VOID
i1-1270,"Elaflex 1""x 12FT hose c/w NPT fittings (SC57020)"
i1-1271,VOID
i1-1272,VOID
i1-1273,"!' x 2"" mild steel reducing nipple,male BSP thread"
i1-1274,"1"" x 1 1/2"" mild steel reducing nipple,male BSP thread"
i1-1275,846360-107  8ft Mag plus probe
i1-1276,"846402-000 4"" Gas Float kit, 5ft cable"
i1-1277,"846402-001 4"" Diesel Float kit,5ft cable"
i1-1278,"FB2030 2"" Bulkhead"
i1-1279,TE1515 Tee
i1-1280,EL1515 Elbow 90 degrees
i1-1281,FC1503 Coupling
i1-1282,"FB3950 4"" bulkhead"
i1-1283,SA4000 NPT adaptor
i1-1284,WS1000 washer
i1-1285,china Easy life 2.5hp air compressor
i1-1286,Coupler SF-20 for air compressor
i1-1287,PUMA XN2040 2hp air compressor c/w 36 litres tank
i1-1288,Cotton gloves A105
i1-1289,Cotton rags x 20kg bag
i1-1290,WD40 / RP7 Lubricant
i1-1291,4ft fluorescent set c/w tubes
i1-1292,24W Philips Tornado bulbs-cool daylight
i1-1293,"POLO T-shirt ,navy blue + white piping,lacoste material + pocket,with embroidery front,back+sleeves"
i1-1294,#83-0118 PCC to 4DET interface
i1-1295,#81-0390 4det2 Cardreader (MiFare only)
i1-1296,#81-0430 4DET2 PSU (no printer)
i1-1297,#81-0448 4DET2 PSU power/comms extension cable
i1-1298,#83-0070 FOCUS multisite site - license
i1-1299,#83-0137 Foresight site license
i1-1300,#37-0117 Mifare tags
i1-1301,#81-0351 Mifare wizard kitn (excluding label printer)
i1-1302,#83-0075 FOCUS multi-site software
i1-1303,#83-0154 Foresight fleet base system with fleet management
i1-1304,"RUUD-CR-GB320 , CSR gear set 320W"
i1-1305,FL7A lifting handle
i1-1306,FL7A Enclosure for FL7A
i1-1307,S2-3760/OF/PLAT Retrofit spill cpntainer platform
i1-1308,"PSBD/50  2"" Entry seal kit"
i1-1309,*node
i1-1310,IC 74HCT574
i1-1311,IC ULN2004AN
i1-1312,Z80CTC Eprom 284C3006PEC
i1-1313,74HC00N IC
i1-1314,74HC14AN  IC
i1-1315,LM139J IC
i1-1316,Diode IN5378B
i1-1317,Diode MUR1100E
i1-1318,16 pin socket for IC
i1-1319,18 pin socket for IC
i1-1320,8 pin socket for IC
i1-1321,6 pin Socket for IC
i1-1322,2N2907 Transistor
i1-1323,74HCT244N IC
i1-1324,MC74HC541AN IC
i1-1325,74HC245 IC
i1-1326,FRP Tank sump cover-green for GV
i1-1327,Metal bracket for Wayne Card reader & keypad-pwdr coated.
i1-1328,GEN-4X4 MDP-382x447mm-PETRON
i1-1329,GEN-4X4-HPI-PRIMAX95-208x381mm-PETRON
i1-1330,GEN-KPP-385x109mm-PETRON
i1-1331,Supporting bracket with 28 holes for Nupi sump
i1-1332,Supporting bracket with 12 holes for Nupi sump
i1-1333,Supporting bracket with 8 holes for Nupi sump
i1-1334,Teflon tapes
i1-1335,Plain RSC carton 150/150AF 410x300x360mm (H)
i1-1336,"Plain RSC carton 150/150AF, 490x230x210mm(h0"
i1-1337,"20"" FRP composite manhole cover"
i1-1338,"14"" EBW FRP Composite manhole cover"
i1-1339,Air hose 8.5mm x 14mm x100mtrs long c/w quick coupler & ball valve
i1-1340,VR-848260-024 TLS350 Plus Console with printer.
i1-1341,VR-329399-001 5 input Grd water sensor module
i1-1342,VR-794380-621 Ground water sensor
i1-1343,"VR-857080-112 24"" Mag sump sensor-Gasoline & diesel"
i1-1344,VR-847490-001 Interface module expansion board kit
i1-1345,"4"" x 18"" riser pipe BSPT + NPT"
i1-1346,S-DynamicDiesel-R-500S-205x333mm
i1-1347,"Petronas ""Logo"" 225X174mm"
i1-1348,Petronas Hazard Primax97-110x80mm
i1-1349,Petronas hazard DynamicDiesel 110x80mm
i1-1350,Numbering decal-1-14 for ENC500S(Rubine red & white) set of 20 each
i1-1351,"4"" x 20"" riser pipe BSPT/NPT threaded"
i1-1352,Conversion chart table sticker 297x420mm-laminate-avery white gloss
i1-1353,"DANGER sign 24"" x 31"" -3mm clear acrylic+laminated avery white gloss + 4 holes"
i1-1354,95305546 Crankshaft bearing c/w snap ring for 253
i1-1355,95200770 Crankshaft bearing for 253
i1-1356,30287825 LP piston for 253
i1-1357,32015174 LP piston ring set for 253
i1-1358,30215255 HP Piston for 253
i1-1359,mdl 2475 Ingersol bare compressor head only
i1-1360,"Caltex Endover pump 942x1104mm,laminate 3M8912 Gloss"
i1-1361,"21.5"" round metal checkered manhole cover"
i1-1362,CIMTEK-70020  800-30 micron particulate filter
i1-1363,40FC/GREY Soudaflex sealant
i1-1364,UTP Cable patch cord 3x2m c/w RJ45 plug/boot 1
i1-1365,"Petron Blue auto paint mix,1 liter,fast dry"
i1-1366,Thinner #2739
i1-1367,"Nissan fine putty , 1 litre"
i1-1368,"Dupont Centari 600 #AB385 Hi-temp thinner, 1 litre"
i1-1369,"EPK-EMV-HCR2-GCM-WYN-1S-BHP  EMV RF kit for Wayne Vista 1 sided, (BHP)"
i1-1370,"EPK-EMV-HCR2-GCM-WYN-2S-BHP  EMV RF kit for Wayne Vista, 2 sided,(BHP)"
i1-1371,"F230-3D Frontier high hose, 2 grade,dual pressure,HiFlo with pump stop"
i1-1372,"F230-3S Frontier High hose, 2 grade,dual,suction,HiFlo, with pump stop"
i1-1373,ZVA2 4.3 Yellow auto nozzle w/o swivel
i1-1374,ZVA2 4.3 Green auto nozzle w/o swivel
i1-1375,ZVA2 4.3 Black auto nozzle w/o swivel
i1-1376,Wayne 4V OPT button keypad 160x55mm (Petronas)
i1-1377,Wayne 4V OPT card reader panel 186x72mm (Petronas)
i1-1378,Wayne 4V OPT receipt 74x45mm (Petronas)
i1-1379,Encore MDP special 150x382mm (Petronas)
i1-1380,329362-001 RS232 interface module
i1-1381,"Pressure gauge 100PSI, mdl P251(A),oil filled, 63mm dial, 1/4"" bspt connection"
i1-1382,"Cable,tinned 17/0.16,black x 100m length"
i1-1383,S-A-DYNAMIC DIESEL (Wayne) 73.15x242.9mm
i1-1384,S-B-DYNAMIC DIESEL (Wayne) 95.25x520.70mm
i1-1386,5032-060 Oil seal for Dancom HW-65H
i1-1387,5028-006 Bearing for Dancom HW-65H
i1-1388,2007-005 Crankshaft for Dancom HW-65H
i1-1389,2032-002 LP piston for Dancom HW-65H
i1-1390,2039-001 LP piston ring  for Dancom HW-65H
i1-1391,2021-004 HP piston for Dancom HW-65H
i1-1392,2039-004 Compression ring HP for Dancom HW-65H
i1-1393,2011 -001 Con-rod LP for Dancom HW-65H
i1-1394,2009-004 Con-rod HP for Dancom HW-65H
i1-1395,NA1-4X4 S-PRIMAX95-4X4 500S-NA1 205X333mm
i1-1396,S-PRIMAX97-R-500S-NA1 205X333mm
i1-1397,"S-PPL-BLANK-E500S-4X4 Blank,main display 426x2034mm"
i1-1398,S-BLANK-L-500S-NA0 205X333mm
i1-1399,S-PRIMAX95+PRIMAX97-L-500S-NA2 205x333mm
i1-1400,S-BHP-GB-PPI-GREY 341X195mm
i1-1401,S-BHP-PPU-BLACK 205X109mm
i1-1402,S-BHP-GB-DCBD-GREY 523X341mm
i1-1403,S-BHP-NBVB-GREY 90X313mm
i1-1404,S-BHP-MD3-YELLOW 300X265mm
i1-1405,S-BHP-CPD-GREY 362X288mm
i1-1406,S-BHP-BPI-GREY 341X195mm
i1-1407,S-BHP-KEYPAD-PANEL 103X123mm
i1-1408,S-GEN-6H-HPI-DIESEL-138X377mm
i1-1409,S-GEN-6H-HPI-97+95-277X377mm
i1-1410,PETRON S-GEN-4H-HPI-R97-L-207X377mm
i1-1411,PETRON S-GEN-4H-HPI-R97-R-207X377mm
i1-1412,PETRON S-GEN-4H-HPI-R95-L-207X377mm
i1-1413,PETRON S-GEN-4H-HPI-R95-R-207X377mm
i1-1414,S-GEN-MDP-SPECIAL-382X447mm
i1-1415,PETRON logo-lower panel 235 x 283mm
i1-1416,PETRON S-GEN-2H-HPI-DIESEL-419X377mm
i1-1417,PETRON S-GB3W-Main display 265 x 300mm
i1-1418,S-GB-CPD
i1-1419,PETRON logo GEN-VPI-RON95 195mm x 341mm B03 ADV
i1-1420,PETRON logo GEN-VPI-RON97 195mm x 341mm B03 ADV
i1-1421,PETRON logo GEN-VPI-DIESEL 195mm x 341mm B03 ADV
i1-1422,PETRON PPU ADV 109mm x 205mm-RON95
i1-1423,PETRON PPU ADV 109mm x 205mm-RON97
i1-1424,PETRON PPU ADV 109mm x 205mm-DIESEL
i1-1425,PETRON S-VPI-95  90 x 340mm
i1-1426,PETRON S-VPI-97  90 x 340mm
i1-1427,PETRON S-VPI-DIESEL 90 X 340mm
i1-1428,S-GB-HPI-95
i1-1429,S-GB-HPI-97
i1-1430,S-GB-HPI-DIESEL
i1-1431,S-GB-HPI-B
i1-1432,S-GB-NBV-95
i1-1433,S-GB-NBV-97
i1-1434,S-GB-NBV-DIESEL
i1-1435,PETRON S-GB-DCBD-CP-362mm x 288mm (with keypad slot)
i1-1436,S-GB-PPI-B - 340mm x 195mm
i1-1437,22 dia Emergency stop w/o reset-2NC
i1-1438,19SSEL8404/220 Multifunction welding unit
i1-1439,SENS010 Pressure test unit
i1-1440,"SAQM2 2"" counter steel flange-male"
i1-1441,97.2810 twin chuck kit (open type)
i1-1442,"PETRONAS green auto paint, 1 litre,fast dry"
i1-1443,DPU414-30B Seiko portable thermal Printer
i1-1444,Trident DPU414 universal power supply unit
i1-1445,"CFB2000 Universal flange for 3/4""/!"" TCI conduit"
i1-1446,"Membrane keypad bracket,stainless steel (For OPT)"
i1-1447,PETRONAS S-HPI-R-PRIMAX95-208X378MM
i1-1448,PETRONAS S-HPI-R-PRIMAX97-208X378MM
i1-1449,Encore500S-NP3+EPKENC  2H1P Ultra high dispenser c/w EMV flexpay M01208A (PETRON)
i1-1450,Encore500S-NA2+EPKENC  6H3P MPD c/w EMV Flexpay M01208A (PETRON)
i1-1451,JHA500  2H1P legacy dispenser (PETRON)
i1-1452,S2-3760-PLAT Stepped platform with anti slip
i1-1453,#168855 Wayne 3G display board
i1-1454,#168820 Wayne 3G 2X6 keyboard with membrane
i1-1455,"Cable gland 1/2"" x 1/4'"
i1-1456,"46.5"" x 2cm thick manhole cover(FIBRELITE)"
i1-1457,1.5hp motor for Clipsal compressor
i1-1458,TCI-RC1001 coupling for PP1000 pipe
i1-1459,S-PPI-PRIMAX95-341X195MM
i1-1460,S-PPI-PRIMAX97-341X195MM
i1-1461,S-PPI-DYNAMIC DIESEL-341X195MM
i1-1462,S-Main Display Adv-grey 4H 3w 265mmX302mm-Petronas
i1-1463,S-EMD-740X342MM main display-Endeavor
i1-1464,96# G/Morning toweling
i1-1465,"Hacksaw blade 12""/24T-Sandflex"
i1-1466,"Hacksaw frame set ,aluminium"
i1-1467,Philips S10 starter #PH-S10-STARTER
i1-1468,Ballast 40w
i1-1469,54.0103 Rubber seal for twin chuck
i1-1470,"FL100/D400 , 1020mm dia composite manhole cover & frame"
i1-1471,"FL100/SK250 , 250mm deep skirt for FL100 cover & frame"
i1-1472,
i1-1473,"2"" x 6m long B pipe"
i1-1474,"4"" Flanged B pipe"
i1-1475,S-GEN-KPH-PETRON 385X109mm decal
i1-1476,PETRON S-GEN-VPI-DIESEL-406X104mm decal
i1-1477,S-GEN-BLANK-GREY-PETRON 293x173mm decal
i1-1478,"Danger sign 15""x24""=5mm clear acrylic,laminated avery white,gloss"
i1-1479,"Petronas Grey auto paint, 1 litre"
i1-1480,"VTM/220 , 220v electronic vacuum test module"
i1-1481,CTP/R/S16 round test plate for S16 sump system
i1-1482,CTP/R/S16/SEAL Replacemnt seal for S16 sump test plate
i1-1483,CTP/R/CORBEL/SEAL/100  Replacement seal for FL100 corbel test plate
i1-1484,"ARROW sign 2.5""x5"" laminated avery gloss ,3M diamond grade reflective,"
i1-1485,BHP-MDP-4X4 (ENCORE) 382X447mm
i1-1486,Black sponge strip 9.5mmX6.35mmX15m roll
i1-1487,IRF640 Transformer
i1-1488,6N-136 Opto coupler
i1-1491,2N3906 Transistor
i1-1492,74HC30N IC
i1-1493,74HC74 IC
i1-1494,MJE180 Transistors
i1-1495,FL90/D400 Heavy duty cover
i1-1497,FL90/SK250(300) FRP skirt
i1-1498,NA2-L-6H  S-PRIMAX97+PRIMAX95XTRA-500S-205x333mm
i1-1499,M/S base for Airtec FEP tyre inflator
i1-1500,S-CPD-GREY-362X288MM
i1-1501,Ezy lite 2.5hp air compressor
i1-1502,PF20 Coupler THB for Ezylite  compressor
i1-1503,SH20 Coupler THB for Ezylite compressor
i1-1504,Jarsic Inverter ARC160 welding set
i1-1505,"39.5"" FRP manhole cover c/w steel skirting"
i1-1506,213183002 HP piston ring set for SKB20
i1-1507,213183001 LP piston ring set for SKB20
i1-1508,033015000 NDE bearing for SKB20
i1-1509,033006000 DE bearing for ASKB20
i1-1510,010126000 seal ring for SKB20
i1-1511,T20076-G3R rebuilt hydraulic board-Intl
i1-1512,Gasket Shellac
i1-1513,"Thinner ,3 litre tin"
i1-1514,Dolphin lantern unit
i1-1515,Black marker
i1-1516,"2"" silver cloth tape"
i1-1517,4 PC sponge
i1-1518,Araldite 2tube pack
i1-1519,502 Superglue
i1-1520,Ceiling saw
i1-1521,Coupling set
i1-1522,50mm Stanley brass padlock
i1-1523,#113-320-5 capacitor cover c/w o ring
i1-1524,"#818-B0100-MG Morrison clock gauge 6"" dial ,fig 818,"
i1-1525,Teflon tape ISO9001 12mm x 0.075mm
i1-1526,Safetyware Neoplus flocklined neoprene gloves #NEO2813/M
i1-1527,Safetyware Taek i 5 cut resistant glove
i1-1528,V55 Armstrong Piston compressor c/w 5.5hp motor & 230 liters vertical air receiver
i1-1529,R11997000 Board interface I/O 230V
i1-1530,"38.5"" FRP manhole cover"
i1-1531,S-CPD-362x288mm-Matt-Petronas
i1-1532,"Wide bubble pack 40"" x 100 mtr roll"
i1-1533,"11BPD-9109NSST 3/4"" green 2pc HI ,2 pos rack with SST tip spout"
i1-1534,"SG-0750N 3/4"" sight glass, Atex"
i1-1535,Encore500-NC1 4H2P Multi product pump
i1-1536,M/S Pedestal stand for Wayne tyre inflator (A)
i1-1537,Pedestal stand for Single card reader -Wayne
i1-1538,NA0-L-2H S-DYNAMIC DIESEL-L-500S-205X333MM
i1-1539,Stainless steel hinges with S/S poly shaft
i1-1540,Sono-roll 57x50x12mm
i1-1541,PEC-32 Fibrelite screw tight conduit kit for 32mm conduit(open end)
i1-1542,Facemask-surgical x 50 pcs per box
i1-1543,Dust mask x 50pcs per box
i1-1544,"Mifare card,Phi;ips CS50, Blank white, Freq:13.56mhz, 1k memory"
i1-1545,"Thermoplastic hose 1"" dia"
i1-1546,MC2-FPCB1 Replacement flex PCB for BW Tecnologies Gas Alert MicroClip XT
i1-1547,ENCORE500S-NA1-4X4 MPD
i1-1548,"PETRON GREY auto paint, 1 litre"
i1-1549,M08001A005 Spot display
i1-1550,M08003B001 Spot keypad
i1-1551,M07895A001 Hub interface board
i1-1552,M07793A001 serial board
i1-1553,M07999B001 Tribrid card reader
i1-1554,M07555A004 power supply
i1-1555,M04119A001 USB printer
i1-1556,"Lifting handle, electroplated, for OPW manhole"
i1-1557,"REB-001 1"" rubber Entry boot"
i1-1558,JETMASTER JM-VIP 8-130 water jet
i1-1559,Petronas hazard PRIMAX97 145x105mm
i1-1560,Petronas hazard PRIMAX95XTRA 110x80mm-for ENC500S
i1-1561,Petronas hazard DYNAMIC DIESEL 145x105mm
i1-1562,M07121A003 STP board
i1-1564,NA0-L-2H S-BLANK-500S-205x333mm
i1-1566,#R12746000 Kit terminal box panther 56/72
i1-1567,7/0.20mm x 2c screen cable x 100mtr roll
i1-1568,Encore500S-NP3 2H1P ultra high dispenser
i1-1569,"Undercoat, ICI # 13483, fast dry, 1 litre"
i1-1570,VOID
i1-1571,Kovax P320 circular sanding paper x 100shts/bx
i1-1572,Sandpaper grade 320
i1-1573,"T17498-G01 left access door,black,advantage"
i1-1574,PSBD/75/V Double sided viton pipe entry seal
i1-1575,PSBD/63 Double sided  pipe entry seal
i1-1576,PSBD/110/V Double sided viton pipe entry seal
i1-1577,PCE/1 Cable entry kit
i1-1578,PSB/110/V accesss pipe seal kit
i1-1579,40FC/YELLOW Polyurethane sealant
i1-1580,"(4"") 100mmx110mm dia duct pipe"
i1-1581,Safety helmet-white
i1-1582,#3311K-55 3M organic vapor cartridge with prefilter
i1-1583,#3200 3M single cartridge half facepiece respirator
i1-1584,"4"" dia bosch cutting disc"
i1-1585,"14"" dia Bosch cutting disc"
i1-1586,PETRON Logo 235mm x 283mm for lower panel
i1-1587,GH-PMD -for Petron Legacy pump
i1-1588,"Pedestal ,mild steel for OPT"
i1-1589,PETRONAS LOGO 225X188MM -New
i1-1590,"Numbers 1 - 12 ,green & white) old style, 20pcs per number"
i1-1591,S-SMALL CPD-GREY-OPT-61x72mm
i1-1592,S-BLANK GREY-OPT-100x40.5mm
i1-1593,S-Blank Grey-OPT-91x69.5mm
i1-1594,Mitti cable 20/0.12x 2 core x 50m rpoll
i1-1595,Mitti cable 20/0.12mm x2 core x80m roll
i1-1596,"R1081800A lever fixing system,Cube MC,kit"
i1-1597,SPR7302 screws for SPR2111
i1-1598,VOID
i1-1599,VOID
i1-1600,"#021C Orange auto paint, 1 litre,fast dry"
i1-1601,Shell Logo dispenser-95 588x150mm
i1-1602,Shell logo Dispenser-B5 588x150mm
i1-1603,Shell Logo dispenser-Diesel 588x150mm
i1-1604,Danger sign 200x205mm
i1-1605,2.5mm wire cable(red/blue/yellow/green/black
i1-1606,"2""x2""x3m angle bar"
i1-1607,"3"" H/duty PU caster wheel"
i1-1608,"3"" La78m16116 leveling adjuster"
i1-1609,"18"" industrial wall fan"
i1-1610,"Yard light pole, 4""x4""x6m height c/w wiring"
i1-1611,ML/Gasket/750 cork gasket
i1-1612,"22"" x 22"" manhole cover"
i1-1613,"4"" x 24"" long riser pipe, 1 side BSP/ 1 side NPT"
i1-1614,"China Threading machine 1/2"" - 2"""
i1-1615,Bondseal 800 slow set b54oz cartridge-clear
i1-1616,Wayne 880637-01 preset board
i1-1617,Encore 500S-NA1 4H2P MPD c/w EMV flexpay CRIND M012089A-PETRON
i1-1618,"M09967A single sided EMV RF kit, Adv"
i1-1619,"M01208A single sided EMV RF kit, Encore"
i1-1620,"M12303A single sided EMV RF kit,Wayne Vista"
i1-1621,"#GW-76261 Gewiss metal junction box,91mmx91mmx54mm"
i1-1622,FL90 cover with frame
i1-1623,1 hp 1ph 50hz motor for ENC500
i1-1624,794380-323 Pan/sump sensor
i1-1625,Overfill Alarm yard pole 2 meter high
i1-1626,"#WS71825P Tank de-sludge filter, 7"" x 18"" H"
i1-1627,T20092-G1 pump controller board
i1-1628,"T20076-G3 PCA,pump interface board"
i1-1629,M/S plate 250mm x 350mm with screws
i1-1630,"JUSTRITE 894500  45GaL sure-grip EX safety cabinet,65""x43""x18""depth"
i1-1631,Clipsal compressor motor
i1-1632,"330280-401 DIM,Gilbarco Gsite"
i1-1633,"331063-006 DIM installation kit,Gilbarco Gsite,6' cable"
i1-1634,"330148-001 Module ,RS-232 interface with auxiliary port"
i1-1635,Step down transformer 240vac to 110vac (50va)
i1-1636,"5/8"" metal strapping clip"
i1-1637,"5/8"" PVC strapping belt"
i1-1638,1.5kg stretch film
i1-1639,205 Tricircle padlock
i1-1640,Split plastic broom
i1-1641,"2"" steel latch"
i1-1642,"3"" steel latch"
i1-1643,FL100/D400 1020mm dia flat sealed cover D400
i1-1644,"FL100/SK250 10"" deep flared FRP skirt for FL100 cover"
i1-1645,2.5mm wire cable
i1-1646,"Flowco ""Tested"" plate 45mm x 93.5mm x 0.5mm thk"
i1-1647,FL120/MW+FL120/SK300  300mm grey cvr c/w comp frame & skirt
i1-1648,"#SC78068 Yellow scuff guard ,R95 for 11B nozzles (PETRON)"
i1-1649,#SC76023 Yellow fill guard
i1-1650,2.6mm power welding rod x 5kg box
i1-1651,"12"" sandflex saw blades"
i1-1652,M05912A001 Nozzle boot assy for E500S
i1-1653,EN500S PETRON Logo-small 35mmx 126mm
i1-1654,"EN500S-PETRON MD-grey, 236x116mm"
i1-1655,"EN500S-PETRON-4H-95 , 205x333mm"
i1-1656,"EN500S-PETRON-4H-97, 205x333mm"
i1-1657,"EN500S-PETRON-4H-DIESEL ,205x333mm"
i1-1658,"EN500S-PETRON-BLANK-GREY, 205x333mm"
i1-1659,"EN500S-PETRON-NBV-GREY, 205x428mm"
i1-1660,"EN500S-PETRON-NBV-GREY-L, 115 x428mm"
i1-1661,"EN500S-PETRON-NBV-GREY-R, 115x428mm"
i1-1662,"EN500S-PETRON-PPL-D+95+97, 205x426mm"
i1-1663,"EN500S-PETRON-PPL-DIESEL, 205x426mm"
i1-1664,"EN500S-BLANK-GREY-OPT, 100x40.5mm"
i1-1665,"EN500S-BLANK-GREY-OPT, 91x69.5mm"
i1-1666,"EN500S-CPD-GREY-OPT, 61x72mm"
i1-1667,"LEGACY-BLACK-MD-L/R, 138x144mm-PETRON"
i1-1668,"LEGACY-BLACK, 138x144mm-PETRON"
i1-1669,PETRON LEGACY-HPI-DIESEL-546x57mm
i1-1670,CNGF056  solenoid valve
i1-1671,"Ogawa 2"" water pump c/w OK168 Engine + 2"" x 5m rubber hose."
i1-1672,NA1-L-4H S-HPI-L-PRIMAX95XTRA 208 x 378mm
i1-1673,S-HPI-L-PRIMAX97 208 X 378MM
i1-1674,"OPW62-0055 3"" tight fill side seal cap"
i1-1675,887225-001 Wayne STP relay board (SC59220)
i1-1676,SRDEL6350 Concentric reducer electrofusion 63x50mm
i1-1677,"K35222 kit,quad ring & gasket"
i1-1678,6mm Hunter 0-9 number punch (Germany)
i1-1679,"Bosch GUS580 4"" Grinder"
i1-1680,Bosch GBH2-26 DRT rev/hammer drill
i1-1681,6206NR NTN bearing (962136660
i1-1682,2 ton x 9M cargo belt
i1-1683,K35222 ring & gasket kit
